"session","session_id","study_id","iteration","created","modified","ended","expired","consent_text_mandatory","Q2","Q4_oa","Q4_rdm","Q4_fair","Q4_code","Q4_material","Q4_prereg","Q4_rr","Q5_oa","Q5_rdm","Q5_fair","Q5_code","Q5_material","Q5_prereg","Q5_rr","Q6_oa","Q6_rdm","Q6_fair","Q6_code","Q6_material","Q6_prereg","Q6_rr","Q6_oa_comment","Q6_rdm_comment","Q6_fair_comment","Q6_code_comment","Q6_material_comment","Q6_prereg_comment","Q6_rr_comment","Q7_oa","Q7_rdm","Q7_fair","Q7_code","Q7_material","Q7_prereg","Q7_rr","Q7_oa_comment","Q7_rdm_comment","Q7_fair_comment","Q7_code_comment","Q7_material_comment","Q7_prereg_comment","Q7_rr_comment","Q10_oa","Q10_rdm","Q10_fair","Q10_ethics","Q10_privacy","Q10_code","Q10_material","Q10_license","Q10_prereg","Q10_other_1","Q10_other_2","Q10_other_3","Q11_online","Q11_colloquium","Q11_consulting","Q11_mentoring","Q11_network","Q11_other_1","Q11_other_2","Q11_other_3","Q8_nb_pub","Q8_IF","Q8_quality","Q8_author_role","Q8_citation","Q8_grant","Q8_impact","Q8_teaching","Q8_supervision","Q8_services","Q8_citizenship","Q8_awards","Q8_network","Q8_ORPs","Q8_other_1","Q8_other_2","Q8_other_3","Q9_nb_pub","Q9_IF","Q9_quality","Q9_author_role","Q9_citation","Q9_grant","Q9_impact","Q9_teaching","Q9_supervision","Q9_services","Q9_citizenship","Q9_awards","Q9_network","Q9_ORPs","Q9_other_1","Q9_other_2","Q9_other_3","Q13","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q10_recruitment"
"oY95OpVoLr70ckRdpWUueUZj3h9f18LYhDmWBvc_p_OmcTIPOqaReDQvR309oiP9","153927","592","48","2024-12-04 14:12:11","2024-12-04 14:12:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nkPN5XKZRxYJFclCcrLXfqQ55jfy6cgORRrOwmGZQLQVl2DY2TDSFLFR90A8tvgr","153931","592","49","2024-12-04 14:14:51","2024-12-04 14:22:50","2024-12-04 14:22:50","","1","PhDStudent","practicing","aware","practicing","practicing","practicing","aware","practicing","beneficial","beneficial","beneficial","beneficial","beneficial","beneficial","beneficial","none","none","none","none","none","none","none","","","","","","","","no","no","no","no","no","no","no","","","","","","","","workshop","workshop","workshop","written","workshop","workshop","workshop","workshop","workshop","","","","useful","useful","useful","essential","essential","","","","considerably","considerably","considerably","considerably","considerably","considerably","considerably","moderately","moderately","unsure","slightly","unsure","considerably","unsure","","","","moderately","slightly","considerably","considerably","none","none","moderately","slightly","considerably","slightly","none","moderately","considerably","considerably","","","","no","Open Science at the BMC","","","","","workshop"
"-BCHmELNpu_cumfPmhQgmjtgnlK0af4vQ-evraw1wR4W0lujopY1_Pmv40AjgAPz","153933","592","50","2024-12-04 14:16:27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dDlYcF8OjIHie8MbFhpIQyAlePC6XKecTHHRUpVwOiTQA0HEDBJ9OGgr_Fgt7XpO","153934","592","51","2024-12-04 14:16:27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c_nu1o6a5GeOqRQF9zxZX2mNvltivVJflij47PCeim3P6c2ZOilcW0uMymLDGbR6","153937","592","52","2024-12-04 14:18:56","2024-12-04 15:11:31","2024-12-04 15:11:31","","1","PIs","practicing","unsure","unsure","practicing","practicing","unsure","unsure","beneficial","neutral","beneficial","beneficial","beneficial","na","unsure","none","norms","norms","none","other","na","unsure","","","","","Raw data too large for public repositories, therefore only (if at all) deposition of processed data.","","","no","unsure","no","no","no","na","unsure","","","","","","","","written","workshop","workshop","na","na","written","unsure","written","unsure","","","","useful","useful","essential","useful","essential","","","","considerably","considerably","considerably","considerably","considerably","considerably","moderately","moderately","moderately","considerably","slightly","considerably","considerably","slightly","gender","age","fit to research environment","none","moderately","considerably","considerably","considerably","considerably","considerably","considerably","considerably","considerably","none","moderately","considerably","considerably","proficiency in German for teaching","","","yes","Tobias Straub, Bioinformatics Core Facility at the Biomedical Center, Faculty of Medicine","","","","","written"
"9sBTybZiSExqQDCfdAp9O6QHD3_DGCAOKE8JCw-ozYk4bLi0XqfkOoOWLWN6TuZ3","153938","592","53","2024-12-04 14:19:59","2024-12-04 16:04:35","","","1","PhDStudent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LhE7LGQ5iVTA-vs3pSeNZU_vdEvf6LOsUiFWTijkF_qo31TkwxZsPmFvlsKbwRYb","153939","592","54","2024-12-04 14:22:21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"hjAEvinpwXbg6rEDuy96t6_bdCxqjSHLLCEOW3J0MhoBj_KYb8BPyAsyRAuEJ2sl","153940","592","55","2024-12-04 14:22:21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"wmx0mncNYOLY6d12USgQ_lLuhpjyEJlx29LXcs40zmlbeyDq2eNQzMZiVv3OQL3Z","153942","592","56","2024-12-04 14:23:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"O1pDQGGxEqy2W2gOb3Ue0q0LtTePQ7yVM4oAQ9U7qq4dx-sBxy58-RsnaX_v--2u","153943","592","57","2024-12-04 14:23:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IjStbbcwLYDDjOHrCYjCEuRi4M23B4mvTAYQFd7qP6N5m6zZ-GUQehab7GKLTqDR","153946","592","58","2024-12-04 14:27:56","2024-12-04 14:47:09","2024-12-04 14:47:09","","1","PIs","aware","practicing","aware","using","practicing","aware","unsure","beneficial","beneficial","beneficial","beneficial","beneficial","neutral","neutral","none","none","norms","training","none","training, policy","training, policy","","","","","","","","no","no","no","no","no","yes","yes","","","","","","significant additional workload","significant additional workload for reviewers","workshop","workshop","workshop","workshop","workshop","workshop","workshop","workshop","workshop","","","","essential","useful","essential","useful","essential","","","","considerably","considerably","slightly","considerably","considerably","considerably","considerably","considerably","none","none","slightly","moderately","unsure","none","","","","moderately","moderately","considerably","considerably","considerably","considerably","considerably","considerably","considerably","moderately","moderately","considerably","moderately","considerably","","","","maybe","Tobias Straub, BMC","","","","","workshop"
"8aPOhFdnXSGZtelx2CKpeyX4UB45shOsFQUqWYHJo91FDbB-QXEqxlMvnMKcLxge","153949","592","59","2024-12-04 14:32:38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ZGzyGj-8wyYMAE6aFuvWxBk3Cc7KCvNzCb_2PgjsnHGlc9siMAFlnHBWutqqnkK","153950","592","60","2024-12-04 14:32:38","2024-12-04 14:33:02","","","1","PhDStudent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"uGY1wFhPB2kqDU7dXS8GJ7Hfo-FCZ9NKQ_jXoPgkVl7MdcaxowPdA1D04eNYzsl6","153953","592","61","2024-12-04 14:34:18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4qMl2pwS_Y5TNLHzy-TZmlcC3uT2SslTa2nIFTVQeyJMSkgKPrj9BIqaDIoK0pxv","153954","592","62","2024-12-04 14:34:18","2024-12-04 14:34:43","","","1","MScStudent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0k1YPpDej66P4wWKJhTU3KDN5PrykUImjw_SkhJ2xvmC0FdspDS-e7DGoN_lTB9P","153955","592","63","2024-12-04 14:34:22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KXcB0xA9Rt9hreKVXxSzj5_7UQL5g94gF_Nb-C8Ynh7XiZuGnr304p8hw1vZ_aoU","153956","592","64","2024-12-04 14:34:22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GsuzhuDK2e3SZUqx5wBi5z3Iddo_nqKPNS0FMGPlMcrsHBfrZYKZ1OEqFHZV7EQl","153957","592","65","2024-12-04 14:36:39","2024-12-04 14:37:30","","","1","PhDStudent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eUfZZEy3jR3cNDd6ggXvQj_79ZQvYqODzj5LCC_z0sLghWwsAS1bOtfXokOpJeWl","153970","592","66","2024-12-04 14:58:58","2024-12-06 13:02:33","2024-12-06 13:02:33","","1","SupportStaff","na","aware","aware","na","na","na","unsure","beneficial","beneficial","beneficial","unsure","unsure","na","unsure","na","na","na","na","na","na","na","","","","","","","","unsure","unsure","no","unsure","unsure","yes","unsure","","","","","","","","unsure","workshop","workshop","written","unsure","workshop","written","unsure","na","supervisory skills","","","useful","useful","unsure","unsure","useful","","","","considerably","considerably","considerably","considerably","unsure","considerably","unsure","slightly","slightly","unsure","unsure","considerably","unsure","unsure","","","","moderately","none","considerably","considerably","none","moderately","moderately","moderately","considerably","moderately","considerably","considerably","considerably","considerably","","","","no","Open Science Center","SFB 1064 Open Science Program (Briefing and Exchange forum)","","","","workshop"
"K8VzvWuU2t0sKaANfGOKdtMhwVaU6t6_7dt1KhA9iFl83mXsXyJbqxwzyV1rjA2p","153978","592","67","2024-12-04 15:14:48","2024-12-04 16:00:36","2024-12-04 16:00:36","","1","PostDocs","practicing","unsure","using","practicing","using","unsure","unsure","beneficial","beneficial","beneficial","beneficial","beneficial","unsure","unsure","norms, incentives, policy","norms, incentives, policy","training, norms, incentives, policy","norms, incentives, policy","norms, incentives, policy","norms, incentives, policy","norms, incentives, policy","","","","","","","","no","no","no","no","no","unsure","unsure","","","","","","","","written","workshop","workshop","workshop","workshop","workshop","written","written","workshop","","","","useful","useful","useful","useful","useful","","","","moderately","considerably","moderately","considerably","considerably","considerably","moderately","moderately","moderately","slightly","slightly","moderately","slightly","none","","","","moderately","none","considerably","moderately","moderately","moderately","moderately","moderately","considerably","slightly","slightly","slightly","moderately","moderately","","","","no","","","","","","written"
"VhyfK4CCEDNvqBrNQ1UmztmP1mHK0cJ4CoTqPGg4MHnnPSu6b10ItLoNOTlRVz1K","153979","592","68","2024-12-04 15:17:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X2jpvdIUDdJR_DRXISOdChfL1LTUSY_rlfbZyxPXJc64lWlFGX8z0r29h4PHitYE","153980","592","69","2024-12-04 15:17:45","2024-12-04 15:33:52","2024-12-04 15:33:52","","1","PostDocs","practicing","unsure","practicing","practicing","aware","aware","unsure","beneficial","neutral","beneficial","beneficial","beneficial","neutral","neutral","none","incentives","none","none","infrastructure, incentives","infrastructure, incentives","infrastructure, incentives","","","","","","","","no","yes","no","no","no","yes","yes","","Seems like too much work considerig changing goals and approaches. I think I would only happly share such information if there was a significant direct inscentive to do so.","","","","Seems like too much work considerig changing goals and approaches. I think I would only happly share such information if there was a significant direct inscentive to do so.","Seems like too much work considerig changing goals and approaches. I think I would only happly share such information if there was a significant direct inscentive to do so.","none_needed","none_wanted","none_wanted","written","written","written","written","written","none_wanted","","","","essential","useful","useful","useful","useless","","","","moderately","considerably","none","considerably","slightly","moderately","none","none","none","none","considerably","considerably","considerably","none","Gender (at least for PI's)","Nationality (at least for PI's)","","considerably","none","considerably","moderately","slightly","moderately","slightly","none","moderately","moderately","none","none","none","slightly","","","","no","Dr. Tobias Straub is regularily advocating for open science as part of his core facility position","","","","","workshop"
